user_name,n_interactions_network,n_interactions_comment,n_total_interactions,n_m,n_w,exposure_group,targets_mainstream,targets_wemedia,active_days_interaction,n_posts,active_days_post,active_days
歎息燃燒起的一陣暴風菸,1,0,1,0,0,no_media,,,1,1,1,1
氏缩,1,0,1,0,0,no_media,,,0,0,0,0
泡椒金丝面,1,0,1,0,0,no_media,,,0,0,0,0
江寄余,1,0,1,0,0,no_media,,,0,0,0,0
泡泡Pisces,1,0,1,0,0,no_media,,,0,0,0,0
欣璐荷65645,1,0,1,0,0,no_media,,,0,0,0,0
泥潭里的僵尸OTe,1,0,1,0,0,no_media,,,0,0,0,0
泥泥Ivy,1,0,1,0,0,no_media,,,0,0,0,0
欣迪刚才烤松饼去了,1,0,1,0,0,no_media,,,0,0,0,0
波路和玉路,1,0,1,0,0,no_media,,,0,0,0,0
氨汕信puzedih9604,1,0,1,0,1,wemedia_only,,日本干细胞Motif银座Clinic,0,0,0,0
洪弯恢仓答剥,1,0,1,0,0,no_media,,,0,0,0,0
氮咸味仙贝,1,0,1,0,0,no_media,,,0,0,0,0
欧K欧椰椰,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
波罗君_心空,1,0,1,0,0,no_media,,,0,0,0,0
水-岩,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
欧云白,1,0,1,0,0,no_media,,,1,1,1,1
波纹小猫饼干,1,0,1,0,0,no_media,,,1,2,2,2
欧咖喱酱,1,0,1,0,0,no_media,,,0,0,0,0
波澜壮阔哥哥,1,0,1,0,0,no_media,,,0,0,0,0
江南一树树树,1,0,1,0,0,no_media,,,0,0,0,0
欣欣向荣_68892,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
欣欣淼淼开心每一刻,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
水aaaa_66979,1,0,1,0,0,no_media,,,0,0,0,0
欣欣然呀_,1,0,1,0,0,no_media,,,0,0,0,0
江南三句半,1,0,1,1,0,mainstream_only,人民日报,,1,1,1,1
猜火车的美凌格,1,0,1,0,1,wemedia_only,,泰国阿航,0,0,0,0
猛虎饿荒丘,1,0,1,0,0,no_media,,,0,0,0,0
浅谶-,1,0,1,0,0,no_media,,,0,0,0,0
猛虎滚下雪山,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
猛男鸡er,1,0,1,0,0,no_media,,,0,0,0,0
猛男的灵魂,1,0,1,0,0,no_media,,,0,0,0,0
猛狮觉醒6495653326,1,0,1,1,0,mainstream_only,环球时报,,0,0,0,0
猛汉小熊饼干,1,0,1,0,1,wemedia_only,,William-阿亮,0,0,0,0
江米大团子_hm,1,0,1,0,0,no_media,,,0,0,0,0
猛吃一口小鱼,1,0,1,0,0,no_media,,,1,1,1,1
猗猗猪,1,0,1,0,0,no_media,,,0,0,0,0
猗猗原陆,1,0,1,0,0,no_media,,,1,1,1,1
猓子冰,1,0,1,0,1,wemedia_only,,北欧三宝妈,0,0,0,0
猎龙剑客,1,0,1,0,0,no_media,,,0,0,0,0
猎马人的传人,1,0,1,0,0,no_media,,,0,0,0,0
猎聘海外,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
猎物ito,1,0,1,0,0,no_media,,,0,0,0,0
猎户座星云圣斗士,1,0,1,0,0,no_media,,,1,0,0,1
猛壶少女队,1,0,1,0,0,no_media,,,0,0,0,0
狗唐逐,1,0,1,0,0,no_media,,,0,0,0,0
狗哥想去落星田做图,1,0,1,0,0,no_media,,,0,0,0,0
狗只是路过,1,0,1,0,0,no_media,,,0,0,0,0
狗只只只之夏,1,0,1,0,0,no_media,,,0,0,0,0
狗勾能有什么坏心思呀,1,0,1,0,0,no_media,,,0,0,0,0
狗剩爹爹,1,0,1,0,0,no_media,,,0,0,0,0
狗儿狗儿跟姐姐走,1,0,1,0,0,no_media,,,0,0,0,0
狗二次元琪琪子,1,0,1,0,0,no_media,,,0,0,0,0
狗与狗的关系不是形而上学的命题,1,0,1,0,0,no_media,,,0,0,0,0
猛男猫猫侠,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
狒狒0708,1,0,1,0,1,wemedia_only,,得意的弦小二,0,0,0,0
狐面野茸,1,0,1,0,0,no_media,,,0,0,0,0
狐貉罐罐,1,0,1,0,0,no_media,,,0,0,0,0
狐说胡说,1,0,1,0,0,no_media,,,0,0,0,0
狐萝卜兔乖乖,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
狐舍一猫,1,0,1,0,0,no_media,,,1,0,0,1
狐罗铂,1,0,1,0,0,no_media,,,0,0,0,0
狐狸胡桃232,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
狐狸老板娘,1,0,1,0,0,no_media,,,0,0,0,0
狒狒小宝,1,0,1,0,1,wemedia_only,,得意的弦小二,0,0,0,0
猩红朔月,1,0,1,0,0,no_media,,,0,0,0,0
猩猩猫Paula,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
猩汁咖比,1,0,1,0,0,no_media,,,0,0,0,0
猩国崛起Gorira,1,0,1,0,0,no_media,,,0,0,0,0
独角兽的眼泪_34742,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
狮泉河老王,1,0,1,0,0,no_media,,,1,0,0,1
狮崎文厄,1,0,1,0,0,no_media,,,1,1,1,1
狮子魔力,1,0,1,0,0,no_media,,,0,0,0,0
猎受手80,1,0,1,0,0,no_media,,,0,0,0,0
狮子油柑,1,0,1,0,0,no_media,,,0,0,0,0
狮子座第二星·,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
狮子尾frieda,1,0,1,0,0,no_media,,,0,0,0,0
狮子小十,1,0,1,0,0,no_media,,,0,0,0,0
狮子嗷呜呜,1,0,1,0,0,no_media,,,0,0,0,0
狭路相逢6264472514,1,0,1,0,0,no_media,,,0,0,0,0
独钓寒江水_,1,0,1,0,0,no_media,,,0,0,0,0
津津有味忘时,1,0,1,1,0,mainstream_only,陕西汉书下酒,,1,1,1,1
狮语澜心,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
狮子看,1,0,1,0,0,no_media,,,0,0,0,0
猊焰_,1,0,1,0,0,no_media,,,0,0,0,0
猪扒包佢老豆,1,0,1,0,0,no_media,,,0,0,0,0
猪才玩明教,1,0,1,0,0,no_media,,,1,0,0,1
猪小乐,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
猪头赵,1,0,1,0,0,no_media,,,0,0,0,0
猪头一枝花,1,0,1,0,0,no_media,,,0,0,0,0
猪在运动了,1,0,1,0,0,no_media,,,0,0,0,0
猪嘴兽大王,1,0,1,0,0,no_media,,,1,1,1,1
猪哒福星,1,0,1,1,0,mainstream_only,新浪新闻,,1,1,1,1
猪一条,1,0,1,0,0,no_media,,,0,0,0,0
猪卖肉抢毛啊,1,0,1,0,0,no_media,,,0,0,0,0
猪包在马里昂巴德,1,0,1,0,0,no_media,,,0,0,0,0
猪八皮的一天,1,0,1,0,0,no_media,,,0,0,0,0
猪兔子菌,1,0,1,0,0,no_media,,,0,0,0,0
狼顾小司马,1,0,1,0,0,no_media,,,0,0,0,0
猪仔小馒头_,1,0,1,0,0,no_media,,,0,0,0,0
猪仔七-_-Qee,1,0,1,0,0,no_media,,,0,0,0,0
猪仔518,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
猪二条,1,0,1,0,0,no_media,,,0,0,0,0
猪向qian,1,0,1,0,0,no_media,,,0,0,0,0
狗狗逃跑之处w,1,0,1,0,0,no_media,,,0,0,0,0
狗狗祟祟的奥利奥,1,0,1,0,0,no_media,,,0,0,0,0
狗狗睡觉不打呼,1,0,1,0,0,no_media,,,0,0,0,0
狗狗睡不饱,1,0,1,0,0,no_media,,,0,0,0,0
狗狗想出门,1,0,1,0,0,no_media,,,0,0,0,0
狗狗和兔兔都是我的爱,1,0,1,0,0,no_media,,,0,0,0,0
独立成风景2037,1,0,1,1,0,mainstream_only,中国日报网,,0,0,0,0
独立小桥777,1,0,1,0,0,no_media,,,0,0,0,0
狗嘴吐不出兔牙,1,0,1,0,0,no_media,,,1,1,1,1
独留半面妆容,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
独步江畔C,1,0,1,0,0,no_media,,,1,0,0,1
独步廊桥,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
狗狗叫啥好呢,1,0,1,0,0,no_media,,,0,0,0,0
独木桥头Cherie,1,0,1,0,0,no_media,,,0,0,0,0
独木承风,1,0,1,0,0,no_media,,,0,0,0,0
独望Lee的似火年华,1,0,1,0,0,no_media,,,0,0,0,0
独有英雄驱虎豹V,1,0,1,0,0,no_media,,,0,0,0,0
独思静想,1,0,1,0,0,no_media,,,0,0,0,0
独白与双声,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,1,1,1,1
猫说要年年有鱼,1,0,1,0,0,no_media,,,0,0,0,0
猫见我一蹦三尺高,1,0,1,0,0,no_media,,,1,1,1,1
狩野浩_,1,0,1,0,1,wemedia_only,,L0_自由,1,1,1,1
狗鱼93340,1,0,1,0,0,no_media,,,0,0,0,0
狛枝凪斗_KomaedaNagito,1,0,1,0,0,no_media,,,0,0,0,0
狛枝桜餅,1,0,1,0,0,no_media,,,0,0,0,0
狞雀,1,0,1,0,0,no_media,,,0,0,0,0
狡猾的风水先生,1,0,1,0,0,no_media,,,0,0,0,0
浅野奈奈子,1,0,1,0,0,no_media,,,0,0,0,0
狗的脸蛋是香的,1,0,1,0,0,no_media,,,1,1,1,1
独伊不思议,1,0,1,0,0,no_media,,,0,0,0,0
独占猪头,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
独卫柚子,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
独向蓝溪,1,0,1,0,0,no_media,,,0,0,0,0
狗蛋蛋儿先森,1,0,1,0,0,no_media,,,0,0,0,0
狗蛋的小宝贝-,1,0,1,0,0,no_media,,,1,0,0,1
狗花汪里个汪,1,0,1,0,0,no_media,,,0,0,0,0
狗群大哥,1,0,1,0,0,no_media,,,0,0,0,0
狗皮杀鸡,1,0,1,0,0,no_media,,,0,0,0,0
独上西楼看冷月,1,0,1,0,0,no_media,,,0,0,0,0
狐崽求好运求清闲,1,0,1,0,0,no_media,,,1,1,1,1
狐子不是胡子,1,0,1,0,0,no_media,,,0,0,0,0
狐大君,1,0,1,0,0,no_media,,,0,0,0,0
狐堰,1,0,1,0,0,no_media,,,1,1,1,1
狐吉ox,1,0,1,0,0,no_media,,,0,0,0,0
狐不想说有没有理,1,0,1,0,0,no_media,,,0,0,0,0
狍老伍,1,0,1,0,0,no_media,,,0,0,0,0
狈秸栈kuangqiaoq14,1,0,1,0,1,wemedia_only,,日本干细胞Motif银座Clinic,0,0,0,0
独巫小小,1,0,1,0,0,no_media,,,0,0,0,0
狄克推多_奥古斯都,1,0,1,0,0,no_media,,,0,0,0,0
狂龙在天,1,0,1,0,0,no_media,,,0,0,0,0
狂饮脑汁,1,0,1,0,0,no_media,,,0,0,0,0
狂飙888888,1,0,1,0,1,wemedia_only,,glance,0,0,0,0
狗剩大妈,1,0,1,0,0,no_media,,,0,0,0,0
狗熊挖苦搭賽,1,0,1,0,0,no_media,,,0,0,0,0
狗无止境,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
狗尾学徒,1,0,1,0,0,no_media,,,0,0,0,0
狗塑1是天赋公权,1,0,1,0,0,no_media,,,0,0,0,0
狄莺呀,1,0,1,0,0,no_media,,,0,0,0,0
独孤雨阳,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
独孤茗泽-Eidolon,1,0,1,0,0,no_media,,,0,0,0,0
独孤小败18569,1,0,1,0,0,no_media,,,0,0,0,0
独孤凛然,1,0,1,0,0,no_media,,,0,0,0,0
独孤信道长,1,0,1,0,0,no_media,,,0,0,0,0
独孤一剑2023,1,0,1,0,0,no_media,,,0,0,0,0
水木先生V,1,0,1,0,0,no_media,,,0,0,0,0
狐狸的宁海今天有泳装了Mua,1,0,1,0,0,no_media,,,1,1,1,1
狐狸狸狸狐_,1,0,1,0,0,no_media,,,0,0,0,0
狐狸糊涂wen,1,0,1,0,0,no_media,,,0,0,0,0
狐狸浮屠,1,0,1,0,0,no_media,,,0,0,0,0
狐狸望月,1,0,1,0,0,no_media,,,0,0,0,0
狐狸数星星,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
狐狸我要养两只,1,0,1,0,0,no_media,,,1,0,0,1
狐狸啵小橘,1,0,1,1,0,mainstream_only,中国日报网,,0,0,0,0
狐狸去冰七分糖,1,0,1,0,0,no_media,,,1,3,3,3
狐狸先生的小黏糕,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
狐狸你今天愉快吗__,1,0,1,0,0,no_media,,,0,1,1,1
狐狐别翘二郎腿了,1,0,1,0,0,no_media,,,0,0,0,0
狐狸熙熙123,1,0,1,1,0,mainstream_only,陕西汉书下酒,,0,0,0,0
江户川小雨点,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
法律·英语·翻译,1,0,1,0,0,no_media,,,0,0,0,0
泛用型扎吉,1,0,1,0,0,no_media,,,0,0,0,0
泗阳融媒徐谦,1,0,1,0,0,no_media,,,0,0,0,0
泗阳融媒徐亮,1,0,1,0,0,no_media,,,0,0,0,0
法师小夏,1,0,1,0,0,no_media,,,0,0,0,0
正义南陵,1,0,1,1,0,mainstream_only,安徽检察,,0,0,0,0
正义永存233,1,0,1,0,0,no_media,,,0,0,0,0
独行小女子_,1,0,1,0,0,no_media,,,0,0,0,0
江户-柯南,1,0,1,1,0,mainstream_only,三联生活周刊,,1,1,1,1
正义重要极了,1,0,1,0,0,no_media,,,1,1,1,1
泖港视界,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
江户川乱心,1,0,1,0,0,no_media,,,0,0,0,0
法鲨渣攻詹一美,1,0,1,0,0,no_media,,,0,0,0,0
泓泉1988,1,0,1,0,0,no_media,,,1,0,0,1
正在使用滚筒洗衣机的工藤新一,1,0,1,0,0,no_media,,,0,0,0,0
正在发呆777,1,0,1,0,0,no_media,,,0,0,0,0
正在學海無涯苦作舟,1,0,1,0,1,wemedia_only,,日本衣食住行,0,0,0,0
正义联盟0007,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
水的色彩123,1,0,1,0,0,no_media,,,0,0,0,0
正在施工的建筑工地,1,0,1,0,0,no_media,,,0,0,0,0
正正经经网民,1,0,1,0,0,no_media,,,0,0,0,0
治愈了似水流年,1,0,1,0,0,no_media,,,0,0,0,0
沺沺沺沺,1,0,1,0,0,no_media,,,0,0,0,0
油頭怪Ooo,1,0,1,0,1,wemedia_only,,娱头,0,0,0,0
油面筋油油,1,0,1,0,0,no_media,,,0,0,0,0
正气存邪不干,1,0,1,0,0,no_media,,,1,0,0,1
正气要争气,1,0,1,0,0,no_media,,,0,0,0,0
江户川安奈,1,0,1,0,0,no_media,,,1,0,0,1
法治宿迁,1,0,1,1,0,mainstream_only,宿迁之声,,0,0,0,0
法隆寺糖心,1,0,1,0,0,no_media,,,0,0,0,0
法门不二201312,1,0,1,0,0,no_media,,,1,1,1,1
法补丁,1,0,1,0,0,no_media,,,0,0,0,0
法考必过108佳,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
法律民工xtt,1,0,1,0,0,no_media,,,0,0,0,0
法律大家说,1,0,1,0,0,no_media,,,0,0,0,0
法律墨粉,1,0,1,0,0,no_media,,,0,0,0,0
法律人李工,1,0,1,0,0,no_media,,,0,0,0,0
江湖小生丶丿不朽,1,0,1,0,0,no_media,,,0,0,0,0
正善心语,1,0,1,1,0,mainstream_only,中国日报网,,0,0,0,0
法喜国之藩篱,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
江朔,1,0,1,0,0,no_media,,,0,0,0,0
法号戒糖,1,0,1,0,0,no_media,,,0,0,0,0
毛血不旺锅,1,0,1,0,0,no_media,,,0,0,0,0
江桃良,1,0,1,0,0,no_media,,,0,0,0,0
法兰中国沙龙,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
江睐米,1,0,1,0,0,no_media,,,0,0,0,0
正在当指挥官的一燃,1,0,1,0,0,no_media,,,0,0,0,0
毛毛de天空之城,1,0,1,0,0,no_media,,,1,1,1,1
沭若清风,1,0,1,0,0,no_media,,,0,0,0,0
沫雨璃城,1,0,1,0,0,no_media,,,0,0,0,0
沫石海,1,0,1,0,0,no_media,,,0,0,0,0
沫的储物间,1,0,1,0,0,no_media,,,0,0,0,0
江白_Royttab,1,0,1,0,0,no_media,,,0,0,0,0
橘子树下的奥利奥,1,0,1,0,0,no_media,,,0,0,0,0
沫沫的喵,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
江米团_,1,0,1,0,1,wemedia_only,,屠龙的胭脂井,1,1,1,1
河二,1,0,1,0,0,no_media,,,0,0,0,0
毛茸茸的小爪子_longingblue,1,0,1,0,0,no_media,,,1,1,1,1
法克nato,1,0,1,0,0,no_media,,,1,1,1,1
法丹尼尔死而不僵,1,0,1,0,0,no_media,,,0,0,0,0
毛茸茸滴爪子,1,0,1,0,0,no_media,,,0,0,0,0
泓meadow,1,0,1,0,0,no_media,,,1,1,1,1
正在成长的絮雨儿,1,0,1,0,0,no_media,,,0,0,0,0
橘子橘子吉,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
正在提交__,1,0,1,0,0,no_media,,,0,0,0,0
泊秦淮淮,1,0,1,0,0,no_media,,,0,0,0,0
正善君,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
江江江多了一个江,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
江河入海555,1,0,1,0,0,no_media,,,0,0,0,0
法师升级打怪中,1,0,1,0,1,wemedia_only,,深圳心血管虞主任,1,1,1,1
法工刘中原,1,0,1,1,0,mainstream_only,湖南新闻网,,0,0,0,0
法学人阿月,1,0,1,0,0,no_media,,,0,0,0,0
法外激光狗,1,0,1,0,0,no_media,,,0,0,0,0
法均v法均,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
江月筝,1,0,1,0,0,no_media,,,1,0,0,1
正版芋圆,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
江水引芙蕖,1,0,1,0,0,no_media,,,0,0,0,0
狸猫会玩滑板,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
狸狸椰椰,1,0,1,0,0,no_media,,,0,0,0,0
狸狸努力减肉,1,0,1,0,0,no_media,,,0,0,0,0
狸小龟-努力搬砖保肾,1,0,1,0,0,no_media,,,0,0,0,0
狸嚎,1,0,1,0,0,no_media,,,0,0,0,0
狸吃南瓜粥,1,0,1,0,0,no_media,,,1,1,1,1
狸_宁溪,1,0,1,0,0,no_media,,,0,0,0,0
狴犴之繘,1,0,1,0,0,no_media,,,0,0,0,0
治愈系历史,1,0,1,0,0,no_media,,,0,0,0,0
江淮汽车常州外汽瑞风店,1,0,1,0,0,no_media,,,0,0,0,0
泉书生,1,0,1,0,0,no_media,,,0,0,0,0
泉九下三,1,0,1,0,0,no_media,,,0,0,0,0
江海诗人张小笨,1,0,1,0,0,no_media,,,0,0,0,0
泉下一鞠躬,1,0,1,0,0,no_media,,,0,0,0,0
沿阶小小草,1,0,1,0,0,no_media,,,0,0,0,0
正摘桃花换酒钱,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
沿岸大费周章,1,0,1,0,0,no_media,,,0,0,0,0
正时镇,1,0,1,0,0,no_media,,,0,0,0,0
洪磊artist,1,0,1,0,0,no_media,,,0,0,0,0
独行在千山,1,0,1,0,0,no_media,,,0,0,0,0
独舞精灵show,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
独自闲,1,0,1,0,0,no_media,,,1,0,0,1
独自美丽的小星星,1,0,1,0,0,no_media,,,0,0,0,0
独自绽放maggie2,1,0,1,0,0,no_media,,,0,0,0,0
独自等待897,1,0,1,0,0,no_media,,,0,0,0,0
独自等待3372,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
独自旅行0042,1,0,1,0,0,no_media,,,0,0,0,0
独自异想,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
狸猫爱吃巧克力,1,0,1,0,0,no_media,,,0,0,0,0
狼来了-33333333,1,0,1,0,0,no_media,,,1,0,0,1
狼末我老婆,1,0,1,1,0,mainstream_only,中国日报网,,0,0,0,0
狼春C,1,0,1,0,0,no_media,,,0,0,0,0
狼尾巴草,1,0,1,0,0,no_media,,,0,1,1,1
狼宗基,1,0,1,1,0,mainstream_only,环球时报,,0,0,0,0
狼也玩微博,1,0,1,0,1,wemedia_only,,得意的弦小二,0,0,0,0
狻猊喜烟,1,0,1,0,0,no_media,,,1,0,0,1
狸蝎,1,0,1,1,0,mainstream_only,环球时报,,0,0,0,0
湖畔的水蘭紗衣,1,0,1,0,0,no_media,,,1,0,0,1
水木凡尘,1,0,1,0,0,no_media,,,0,0,0,0
油菜花花0510,1,0,1,0,0,no_media,,,0,0,0,0
江湖小窒息,1,0,1,0,0,no_media,,,0,0,0,0
正版可乐可乐噗噜噜,1,0,1,0,0,no_media,,,0,0,0,0
江湖布衣666,1,0,1,0,0,no_media,,,0,0,0,0
正版杜若-动如参与商,1,0,1,0,0,no_media,,,0,0,0,0
正版沫汐tttt,1,0,1,0,0,no_media,,,0,0,0,0
毛竹十二,1,0,1,0,0,no_media,,,1,1,1,1
油腻少女猪精橙,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
毛绒绒滴咩咩米,1,0,1,0,0,no_media,,,0,0,0,0
正版笙秋,1,0,1,0,0,no_media,,,0,0,0,0
油煎肥喵只是小渣渣,1,0,1,0,0,no_media,,,0,0,0,0
油炸豆腐_GD君,1,0,1,0,0,no_media,,,0,0,0,0
油炸线圈圈,1,0,1,0,0,no_media,,,1,0,0,1
治愈系-夏目友人帐,1,0,1,0,0,no_media,,,0,0,0,0
江湖上人称老尹,1,0,1,0,0,no_media,,,0,0,0,0
毛绒绒不爱喝啤酒,1,0,1,0,0,no_media,,,0,0,0,0
治愈系小太阳婷宝宝,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
江湖二姨,1,0,1,0,0,no_media,,,0,0,0,0
油爆枇杷拌着面114514,1,0,1,0,0,no_media,,,0,0,0,0
泉京鹤,1,0,1,0,0,no_media,,,1,0,0,1
沽酒惜梦,1,0,1,0,0,no_media,,,0,0,0,0
毛绒绒哒小可爱呀,1,0,1,0,0,no_media,,,0,0,0,0
江淮游子闯天涯,1,0,1,0,0,no_media,,,0,0,0,0
正是豆豉,1,0,1,0,0,no_media,,,0,0,0,0
沼跃鱼鱼鱼鱼鱼鱼鱼,1,0,1,0,0,no_media,,,0,0,0,0
治愈系英文,1,0,1,0,0,no_media,,,0,0,0,0
泉石20130,1,0,1,0,0,no_media,,,0,0,0,0
泉源堂大药房,1,0,1,1,0,mainstream_only,健康中国,,1,1,1,1
江海寄余生_kertline,1,0,1,0,0,no_media,,,0,0,0,0
正好就很好,1,0,1,0,1,wemedia_only,,得意的弦小二,0,0,0,0
江河轻舟客,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
泉此方Snowclover,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
正妈2018,1,0,1,0,0,no_media,,,0,0,0,0
治愈系心理学,1,0,1,0,0,no_media,,,0,0,0,0
正常人被精神病,1,0,1,0,0,no_media,,,1,1,1,1
江洋大盗草上飞,1,0,1,0,0,no_media,,,1,0,0,1
正常病小孩yu,1,0,1,0,0,no_media,,,0,0,0,0
江流天地外2233,1,0,1,0,0,no_media,,,1,1,1,1
泉水中的硬币,1,0,1,0,0,no_media,,,0,0,0,0
没名字用了__,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
残月丶落阳,1,0,1,0,0,no_media,,,0,0,0,0
没头脑不高兴和不高兴没头脑,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
没想到吧我是东山啊,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
没心没肺的病毒,1,0,1,0,0,no_media,,,0,0,0,0
没心没肺没头脑壮士,1,0,1,0,0,no_media,,,0,0,0,0
没得意思的小意思,1,0,1,0,0,no_media,,,0,0,0,0
没得叼事,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
欸_今天摸鱼了吗,1,0,1,0,0,no_media,,,1,0,0,1
比比多会逗,1,0,1,0,0,no_media,,,0,0,0,0
没头脑也高兴的CC,1,0,1,0,0,no_media,,,0,0,0,0
汪加诚-,1,0,1,0,0,no_media,,,0,1,1,1
汪大锤我这二次元非当不可嘛,1,0,1,0,0,no_media,,,0,0,0,0
汪小小圆,1,0,1,0,0,no_media,,,0,0,0,0
汪崽喵咪,1,0,1,0,0,no_media,,,1,1,1,1
殊脩_無聲勝有聲之夢裡人,1,0,1,0,0,no_media,,,0,0,0,0
殊荣添,1,0,1,0,0,no_media,,,0,0,0,0
汪汪汪啊啊汪汪汪,1,0,1,0,0,no_media,,,0,0,0,0
没宠物那样天真,1,0,1,0,0,no_media,,,0,0,0,0
江霖先生,1,0,1,0,0,no_media,,,0,0,0,0
没有故事不喝酒,1,0,1,0,0,no_media,,,0,0,0,0
沢落,1,0,1,0,0,no_media,,,0,0,0,0
樱花突击队,1,0,1,1,0,mainstream_only,中国新闻网,,0,0,0,0
江齐_Hirota,1,0,1,0,0,no_media,,,0,0,0,0
毛小熊猫是猫不是熊,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
毛宏伟律师,1,0,1,0,0,no_media,,,0,0,0,0
没啥好说的33,1,0,1,0,0,no_media,,,1,1,1,1
残小翼2号,1,0,1,0,0,no_media,,,0,0,0,0
比奇堡法外狂徒,1,0,1,0,0,no_media,,,1,2,2,2
残年__,1,0,1,0,0,no_media,,,0,0,0,0
没啥迅速撤,1,0,1,0,0,no_media,,,0,0,0,0
残念的1safe,1,0,1,0,0,no_media,,,0,0,0,0
比格和竖条纹,1,0,1,0,0,no_media,,,0,1,1,1
比序号青衫更湿,1,0,1,0,0,no_media,,,0,0,0,0
殊颜琉璃,1,0,1,0,0,no_media,,,0,0,0,0
没听周杰伦演唱会前不改名,1,0,1,0,0,no_media,,,0,0,0,0
比巴卜巴比伦,1,0,1,0,0,no_media,,,0,0,0,0
汪有的姐夫,1,0,1,0,0,no_media,,,0,0,0,0
没圣代算什么夏天,1,0,1,0,1,wemedia_only,,娱头,0,0,0,0
汪汪喜宝de姐姐,1,0,1,0,0,no_media,,,1,1,1,1
残末,1,0,1,0,0,no_media,,,0,0,0,0
残留的躯壳_执念_,1,0,1,0,0,no_media,,,1,0,0,1
没办法了只能去踢亚冠正赛了,1,0,1,0,0,no_media,,,0,0,0,0
比奇堡房东,1,0,1,0,0,no_media,,,1,0,0,1
没创意的泥瓦匠,1,0,1,0,0,no_media,,,0,0,0,0
比基尼海滩上的傻瓜,1,0,1,0,0,no_media,,,0,0,0,0
没出息的啊软,1,0,1,0,0,no_media,,,0,0,0,0
比卡比卡xixi,1,0,1,0,0,no_media,,,1,0,0,1
比城堡更可爱,1,0,1,0,0,no_media,,,0,0,0,0
殖人祖宗,1,0,1,0,0,no_media,,,1,1,1,1
比叭叭叭叭叭叭卟,1,0,1,0,0,no_media,,,0,0,0,0
殖奴养殖场,1,0,1,0,1,wemedia_only,,哈布斯堡长脸,1,1,1,1
没几个节,1,0,1,0,0,no_media,,,0,0,0,0
死妮子就是想叫泡泡,1,0,1,0,0,no_media,,,0,0,0,0
汤圆小四郎,1,0,1,0,0,no_media,,,0,0,0,0
