user_name,n_interactions_network,n_interactions_comment,n_total_interactions,n_m,n_w,exposure_group,targets_mainstream,targets_wemedia,active_days_interaction,n_posts,active_days_post,active_days
菏泽市人民检察院,0,11,11,4,0,mainstream_only,平安绵阳|开阳县检察院|成都高新市场监管|游仙公安,,5,0,0,5
燃灵鬼丿医,0,11,11,0,0,no_media,,,2,0,0,2
面包盒饭店,2,9,11,0,0,no_media,,,2,0,0,2
-小声怕怕-,5,6,11,0,0,no_media,,,4,0,0,4
AliceNako-,0,11,11,0,1,wemedia_only,,熱愛娜個妳丨,7,0,0,7
非常朴,11,0,11,0,2,wemedia_only,,得意的弦小二|美国医级资源_Sonmore,0,0,0,0
花好月圆呀呀呀,0,11,11,0,0,no_media,,,4,0,0,4
全民wisdom,7,4,11,1,1,dual,中国搜索,全民wisdom,4,35,32,32
兰院长讲心理,9,2,11,0,1,wemedia_only,,-吕方舟-,6,18,13,13
lsmzcty,11,0,11,1,0,mainstream_only,观察者网,,6,9,9,9
胶佬WJ,11,0,11,1,0,mainstream_only,浙江日报,,6,9,9,9
NC粉都是社会毒瘤,0,11,11,0,0,no_media,,,4,0,0,4
陆一Antonio,0,11,11,0,1,wemedia_only,,马宝琳谈房颤,9,0,0,9
涌泉567,3,8,11,0,1,wemedia_only,,中医张恒毅,8,0,0,8
赛马客,0,11,11,0,0,no_media,,,1,0,0,1
侠所闻,9,2,11,0,0,no_media,,,2,2,2,2
有生之年总会轮到我当锦鲤,6,5,11,0,1,wemedia_only,,Creamy蕉,4,5,5,5
天天都睡觉,11,0,11,0,0,no_media,,,7,2,2,7
青梅糖呀,11,0,11,1,1,dual,观察者网,我是小妖怪的人,3,6,6,6
叶雨猫,0,11,11,0,0,no_media,,,2,0,0,2
大铁无锋_582,11,0,11,1,1,dual,陕西汉书下酒,马宝琳谈房颤,0,0,0,0
梨家的Caterina,0,11,11,0,0,no_media,,,4,0,0,4
用户7612030497,11,0,11,1,1,dual,中国新闻网,楼市搜索,7,11,7,7
重生字幕组,9,2,11,0,1,wemedia_only,,Creamy蕉,2,1,1,2
海阔天空LL338,2,9,11,0,0,no_media,,,9,0,0,9
对饮于江湖,11,0,11,0,1,wemedia_only,,我是小妖怪的人,3,4,4,4
老张评论,10,1,11,0,0,no_media,,,3,11,7,7
靠实力明白吗,0,11,11,0,1,wemedia_only,,马宝琳谈房颤,7,0,0,7
吃海鲜的小丸子,7,4,11,1,0,mainstream_only,观察者网,,1,0,0,1
--花生仁儿,0,11,11,0,0,no_media,,,5,0,0,5
长夏安隐,0,11,11,1,0,mainstream_only,陕西汉书下酒,,8,0,0,8
Apocalypse-锐,10,1,11,0,1,wemedia_only,,Apocalypse-锐,10,93,88,88
Fee-经济和医学是日常,1,10,11,0,0,no_media,,,4,1,1,4
jurisdoctor,7,4,11,0,1,wemedia_only,,托尼富,4,1,1,4
梦里花落soso,11,0,11,2,0,mainstream_only,人民网|红星新闻,,10,13,13,13
中医王彤,0,11,11,0,2,wemedia_only,,中医张恒毅|中医蔡良俊,8,1,1,8
彼岸星光德尔塔,11,0,11,1,0,mainstream_only,新浪新闻,,6,7,7,7
棒棒糖-happy,0,11,11,0,0,no_media,,,6,0,0,6
阿bou,1,10,11,0,0,no_media,,,2,1,1,2
开山大刀大剑,0,11,11,0,0,no_media,,,5,0,0,5
红色经典白,11,0,11,0,1,wemedia_only,,红色经典白,5,11,5,5
碑林检察,0,11,11,1,0,mainstream_only,陕西检察,,2,1,1,2
吸欧气的赵小呆萌,5,6,11,0,0,no_media,,,1,0,0,1
桧楫松舟,0,11,11,0,0,no_media,,,8,0,0,8
是蒜泥小龙虾呀,0,11,11,0,1,wemedia_only,,中医张恒毅,11,0,0,11
皮皮鲁的枪,0,11,11,1,0,mainstream_only,观察者网,,2,0,0,2
onnowere,11,0,11,0,0,no_media,,,7,10,9,9
平安绵阳,0,11,11,3,0,mainstream_only,平安温州|成都市场监管|游仙公安,,6,12,10,10
椰子树的影子,0,11,11,1,0,mainstream_only,人民日报,,2,0,0,2
老王经销商,0,11,11,0,0,no_media,,,6,1,1,6
用户6016697856,11,0,11,2,0,mainstream_only,头条新闻|红星网络电视台传媒集团,,8,13,10,10
地瓜熊老六,11,0,11,0,0,no_media,,,0,3,2,2
穿羽绒服的眯眯眼,3,8,11,0,0,no_media,,,5,9,7,7
幸福春天_空灵,9,2,11,0,1,wemedia_only,,我是小妖怪的人,2,2,2,2
用户6225589040,11,0,11,0,3,wemedia_only,,中医张恒毅|中医黄锐|李贵明-医生,0,0,0,0
Young女册,0,10,10,0,0,no_media,,,2,0,0,2
兜兜转转转眼,0,10,10,0,1,wemedia_only,,兜兜转转转眼,1,1,1,1
批发交易,5,5,10,0,1,wemedia_only,,代县胡永胜,5,0,0,5
鬼摘花,6,4,10,0,0,no_media,,,2,0,0,2
紫府求真,0,10,10,0,0,no_media,,,4,2,2,4
小猫咪来了嗷,10,0,10,0,1,wemedia_only,,哈布斯堡长脸,6,9,9,9
无所谓呦315,10,0,10,0,1,wemedia_only,,静姐姐吃的学问,3,3,3,3
琰玫尔,1,9,10,0,0,no_media,,,9,0,0,9
zhongdiangz,9,1,10,0,1,wemedia_only,,经方中医黄波,3,3,3,3
一年一次的改名又用完了,0,10,10,1,0,mainstream_only,人民日报,,2,0,0,2
夜光qvq,0,10,10,0,0,no_media,,,1,0,0,1
分享我的喜悦呀,0,10,10,0,0,no_media,,,5,0,0,5
哈-哈哈哥,9,1,10,0,1,wemedia_only,,Creamy蕉,1,0,0,1
wsbhhspy,0,10,10,1,0,mainstream_only,人民日报,,2,0,0,2
MaxBrahma,10,0,10,0,0,no_media,,,0,0,0,0
聽小啾喵喵喵,10,0,10,1,1,dual,陕西汉书下酒,马宝琳谈房颤,1,1,1,1
超级猪猪球,9,1,10,0,0,no_media,,,4,6,6,6
贝勒王·,7,3,10,1,0,mainstream_only,观察者网,,3,5,5,5
所以说的话,0,10,10,1,0,mainstream_only,人民日报,,2,0,0,2
煜煜Sama,0,10,10,0,0,no_media,,,4,1,1,4
居然说我昵称不可用艹,9,1,10,0,0,no_media,,,1,0,0,1
ROCKS穿越牛熊,8,2,10,0,0,no_media,,,6,9,9,9
简与罗切斯特,0,10,10,0,1,wemedia_only,,裸奔巴黎,3,0,0,3
a多言数穷不如守中,9,1,10,0,2,wemedia_only,,中医张恒毅|马宝琳谈房颤,2,3,3,3
Hjczhkkyfxn,0,10,10,0,0,no_media,,,3,1,1,3
懒人_M淼儿,0,10,10,1,0,mainstream_only,人民日报,,2,0,0,2
迪雅与喵喵,0,10,10,0,0,no_media,,,7,1,1,7
顾培欣,1,9,10,0,0,no_media,,,3,0,0,3
万事胜R意,0,10,10,0,0,no_media,,,1,1,1,1
jason-zhiu,7,3,10,0,0,no_media,,,3,4,4,4
雪梨与白菜,0,10,10,0,0,no_media,,,8,0,0,8
倔强的木木洛洛,0,10,10,0,0,no_media,,,10,1,1,10
点金榜榜首-石水淼,0,10,10,0,0,no_media,,,2,2,2,2
教你在家做理疗,7,3,10,0,0,no_media,,,5,1,1,5
小肆在喝水,4,6,10,0,0,no_media,,,2,1,1,2
代县永胜网站推广,5,5,10,0,1,wemedia_only,,代县胡永胜,5,0,0,5
jlj6661_pkl,10,0,10,0,2,wemedia_only,,中医范圣华|李贵明-医生,1,3,3,3
一小只雯华,1,9,10,0,2,wemedia_only,,我是小妖怪的人|种草达人猪哥,1,0,0,1
我係盲俠,10,0,10,1,1,dual,中国新闻网,敬一山,2,2,2,2
灰灰是蓝猫,7,3,10,0,1,wemedia_only,,丁辰灵,3,0,0,3
wanerbabe,0,10,10,0,0,no_media,,,6,1,1,6
vanillaninjal,7,3,10,0,1,wemedia_only,,Creamy蕉,6,7,6,6
待其来复,10,0,10,0,2,wemedia_only,,中医范圣华|李贵明-医生,0,0,0,0
那只阿爪,2,8,10,0,0,no_media,,,4,0,0,4
IssacOnly,0,10,10,0,1,wemedia_only,,IssacOnly,5,5,4,5
淡紫_珊瑚海,4,6,10,0,0,no_media,,,1,0,0,1
饭饭饭骄傲,0,10,10,0,0,no_media,,,2,0,0,2
冥與壹,0,10,10,0,0,no_media,,,4,0,0,4
小小瑕不遮瑜,0,10,10,0,0,no_media,,,2,0,0,2
美丽育儿,5,5,10,0,1,wemedia_only,,代县胡永胜,5,0,0,5
句迷人,0,10,10,0,0,no_media,,,6,6,6,6
yoonalo4ver,0,10,10,0,0,no_media,,,3,1,1,3
Mej_winnen,0,10,10,0,0,no_media,,,6,1,1,6
进击非洲的小欢总,8,2,10,2,1,dual,界面新闻|韩国中央日报,期货花娇,1,2,1,1
背背罗201610,0,10,10,0,1,wemedia_only,,w彩运之男,3,0,0,3
说是改昵称才能看到发出的评论,6,4,10,0,1,wemedia_only,,生物狗Y博,3,11,11,11
蓝蓝蓝莓酸,0,10,10,0,0,no_media,,,2,0,0,2
灵蘭仙子,2,8,10,0,0,no_media,,,5,11,11,11
用户7827262682,10,0,10,1,0,mainstream_only,陕西汉书下酒,,0,0,0,0
止谣君,7,3,10,1,0,mainstream_only,浙江日报,,3,2,2,3
FunNYModPee333,0,10,10,0,0,no_media,,,4,0,0,4
起一个有性格的名,0,10,10,0,0,no_media,,,4,0,0,4
0080集齐某航OW了么,9,1,10,0,1,wemedia_only,,Creamy蕉,5,12,12,12
永不止步168163,10,0,10,1,0,mainstream_only,人民日报,,0,0,0,0
中医刘茜檬,3,7,10,0,2,wemedia_only,,中医蔡良俊|中医黄锐,7,54,47,47
小虎吉,10,0,10,1,0,mainstream_only,人民日报,,2,5,5,5
楊光的易经空间,10,0,10,0,0,no_media,,,9,11,10,10
春夏的风雨,8,2,10,0,0,no_media,,,1,1,1,1
守护0305号星星,0,10,10,0,1,wemedia_only,,守护0305号星星,1,2,1,1
易川大先生,0,10,10,0,0,no_media,,,2,1,1,2
竹篙堂堂主,10,0,10,0,0,no_media,,,7,1,1,7
张国庆看天下,10,0,10,2,2,dual,中国青年报|每日经济新闻,厦门叶锋|林之鹤V,8,10,10,10
葬剑叹箫心,8,2,10,0,1,wemedia_only,,呼吸科叶亮医生,8,12,12,12
Twista_Inky,1,9,10,0,0,no_media,,,3,0,0,3
FLOOR_Ning,10,0,10,0,1,wemedia_only,,FLOOR_Ning,1,6,1,1
K要健健康康的,4,6,10,0,1,wemedia_only,,马宝琳谈房颤,1,1,1,1
是快乐还是悲伤20,0,10,10,0,0,no_media,,,7,0,0,7
独立小楼99,10,0,10,3,2,dual,新浪新闻|每日经济新闻|观察者网,Creamy蕉|今日珀斯君,7,13,13,13
一尘小V,0,10,10,0,0,no_media,,,1,0,0,1
本宫记性不好,0,9,9,0,1,wemedia_only,,本宫记性不好,4,1,1,4
紫气东来之东方已晓,4,5,9,0,1,wemedia_only,,李贵明-医生,5,0,0,5
重庆舒忠余窝案,9,0,9,0,0,no_media,,,5,2,2,5
西来衣库洛口,0,9,9,0,0,no_media,,,6,1,1,6
海上升明月0837,9,0,9,1,0,mainstream_only,陕西汉书下酒,,0,0,0,0
喵大人_Claire,0,9,9,0,1,wemedia_only,,喵大人_Claire,1,1,1,1
杯酒一盏辞君行的淇淇,0,9,9,0,0,no_media,,,8,0,0,8
子午侠士,6,3,9,0,0,no_media,,,3,5,5,5
胖胖呼呼肉乎乎,0,9,9,0,0,no_media,,,4,0,0,4
奔跑吧王大夫,8,1,9,0,2,wemedia_only,,中医张恒毅|得意的弦小二,1,1,1,1
是荔枝和杨梅啊,0,9,9,0,0,no_media,,,6,2,2,6
CharingMeng,0,9,9,0,0,no_media,,,3,1,1,3
紫罗兰等等,9,0,9,0,3,wemedia_only,,中医范圣华|得意的弦小二|马宝琳谈房颤,0,0,0,0
迷惑沙雕bot,9,0,9,0,0,no_media,,,1,1,1,1
针不戳先森,0,9,9,0,1,wemedia_only,,针不戳先森,4,3,3,4
迟迟问月亮,0,9,9,0,1,wemedia_only,,迟迟问月亮,2,1,1,2
么娜么娜Nana,0,9,9,0,0,no_media,,,3,1,1,3
吃柠檬的蛙,0,9,9,0,1,wemedia_only,,难般聊聊,5,0,0,5
李八月0707,9,0,9,0,0,no_media,,,0,0,0,0
赵伟斌19626,0,9,9,0,0,no_media,,,5,0,0,5
来一碗酸辣粉zzz,0,9,9,0,0,no_media,,,8,0,0,8
田胤齐x2,9,0,9,0,0,no_media,,,5,4,4,5
影歌-肌肉版,0,9,9,0,0,no_media,,,2,1,1,2
达棍香蕉棒,9,0,9,0,0,no_media,,,9,2,2,9
不灬说破,0,9,9,0,0,no_media,,,8,0,0,8
安微宣城傅荣梅维权,9,0,9,0,0,no_media,,,2,0,0,2
zhulinsky,0,9,9,1,0,mainstream_only,陕西汉书下酒,,4,0,0,4
小火鸡噔噔噔噔噔,0,9,9,0,0,no_media,,,8,0,0,8
pekie,0,9,9,0,0,no_media,,,3,0,0,3
温暖的圆满,0,9,9,0,1,wemedia_only,,中医范圣华,4,0,0,4
马上就成为小富婆,0,9,9,0,0,no_media,,,3,1,1,3
北渔·,6,3,9,0,1,wemedia_only,,李贵明-医生,2,0,0,2
喷嚏打不出来好难受,0,9,9,0,1,wemedia_only,,绛橘色的尔玉,3,0,0,3
塞外纪录,0,9,9,0,1,wemedia_only,,塞外纪录,2,1,1,2
木白弓虽,0,9,9,0,1,wemedia_only,,木白弓虽,4,28,15,15
良子_3070,9,0,9,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
与骄傲争宠,0,9,9,0,0,no_media,,,3,0,0,3
秦梦琉,9,0,9,1,1,dual,中国网,Creamy蕉,2,5,3,3
歉收的青春,0,9,9,0,0,no_media,,,9,1,1,9
等飞机的傻鸟,0,9,9,0,1,wemedia_only,,种草达人猪哥,1,0,0,1
訸訸119,1,8,9,0,0,no_media,,,7,0,0,7
Maozhenyu-毛真宇,0,9,9,0,1,wemedia_only,,种草达人猪哥,1,0,0,1
一杯冰美吧11,0,9,9,0,1,wemedia_only,,娱头,3,0,0,3
西藏的黑狗,6,3,9,1,1,dual,观察者网,高质男,2,0,0,2
Wuuuuuuuugw,0,9,9,0,1,wemedia_only,,娱头,2,0,0,2
ELF_Wyx,0,9,9,0,0,no_media,,,1,1,1,1
珍妮甜了,0,9,9,0,0,no_media,,,2,0,0,2
喏崽爱吃糖,0,9,9,0,0,no_media,,,1,1,1,1
卧蚕撞上了梨涡儿,0,9,9,0,1,wemedia_only,,卧蚕撞上了梨涡儿,1,1,1,1
SONG_XUE_ZHANG,0,9,9,1,1,dual,中国日报,我是小妖怪的人,2,0,0,2
毛芋头_89300,7,2,9,0,0,no_media,,,2,1,1,2
Fishergx_1,0,9,9,0,0,no_media,,,2,0,0,2
可乐小胡爱吃可乐鸡翅,0,9,9,0,0,no_media,,,5,0,0,5
猫大鳄e,0,9,9,0,1,wemedia_only,,w彩运之男,3,0,0,3
斯莱妮,9,0,9,0,0,no_media,,,1,0,0,1
一位不认识自己的人,0,9,9,0,0,no_media,,,1,0,0,1
左董英子,9,0,9,0,1,wemedia_only,,美国医级资源_Sonmore,6,8,6,6
巴音布鲁克天鹅湖96,9,0,9,1,0,mainstream_only,陕西汉书下酒,,2,2,2,2
专属济小萱的粉丝博物馆,0,9,9,1,0,mainstream_only,陕西消防,,1,0,0,1
楚武邓曼,2,7,9,0,0,no_media,,,5,1,1,5
李思贤99872,1,8,9,0,0,no_media,,,7,0,0,7
虚实畛域,9,0,9,0,0,no_media,,,1,1,1,1
我是小妖怪的人,0,9,9,0,1,wemedia_only,,我是小妖怪的人,2,2,2,2
山水闲人Jane,5,4,9,0,0,no_media,,,4,0,0,4
顺时馆长在此,5,4,9,0,2,wemedia_only,,中医吴昌树|中医黄锐,4,1,1,4
长沙廷下牛马走,5,4,9,0,0,no_media,,,4,0,0,4
淘淘姐66,9,0,9,1,1,dual,陕西汉书下酒,马宝琳谈房颤,1,2,2,2
我是黑则酩,8,1,9,0,1,wemedia_only,,得意的弦小二,5,6,6,6
世界_love,1,8,9,0,0,no_media,,,2,0,0,2
moonn87,9,0,9,0,1,wemedia_only,,中医吴昌树,0,0,0,0
_悄悄一线光_,2,7,9,0,0,no_media,,,2,0,0,2
happy晓荷,5,4,9,1,0,mainstream_only,陕西汉书下酒,,1,1,1,1
LZdoll,1,8,9,0,0,no_media,,,4,0,0,4
LumiereNoire,8,1,9,0,1,wemedia_only,,Creamy蕉,6,8,7,7
用户6199982665,9,0,9,0,1,wemedia_only,,中医吴昌树,0,0,0,0
烟雨笙笙,9,0,9,1,0,mainstream_only,新浪新闻,,6,9,6,6
默存涵德,8,1,9,1,1,dual,陕西汉书下酒,马宝琳谈房颤,2,2,2,2
杰歪今天要早睡,6,3,9,0,0,no_media,,,4,4,4,4
sunlei198508,8,1,9,0,0,no_media,,,1,0,0,1
芹菜加萝卜,9,0,9,0,0,no_media,,,4,1,1,4
东京八十万萝莉教头喵喵冲,9,0,9,0,0,no_media,,,3,1,1,3
下初雪了吗,0,9,9,1,0,mainstream_only,人民日报,,2,0,0,2
鱼川可奈子,9,0,9,0,2,wemedia_only,,Creamy蕉|哈布斯堡长脸,1,1,1,1
言雨-Lexi_499,2,7,9,1,0,mainstream_only,观察者网,,5,0,0,5
小橙橙程子,0,9,9,1,0,mainstream_only,观察者网,,1,0,0,1
悠悠558,0,9,9,1,0,mainstream_only,观察者网,,1,0,0,1
幸运的行者_,9,0,9,0,0,no_media,,,8,2,2,8
稀碎心情,9,0,9,1,0,mainstream_only,科技日报,,1,2,2,2
tooday吃点啥,0,9,9,0,0,no_media,,,2,1,1,2
彤彤不同oO,0,9,9,0,0,no_media,,,2,1,1,2
今天变成陈小精了吗,0,9,9,0,0,no_media,,,1,1,1,1
圆圆琛琛,0,9,9,0,0,no_media,,,4,1,1,4
煩煩不凡凡,0,9,9,0,0,no_media,,,4,1,1,4
风儿721LJ,0,9,9,0,1,wemedia_only,,中医张恒毅,8,0,0,8
是唯一ya,0,9,9,0,1,wemedia_only,,是唯一ya,3,1,1,3
小小小小小_哥,0,9,9,1,0,mainstream_only,凤凰周刊,,1,0,0,1
山岚201403,6,3,9,0,1,wemedia_only,,中医张恒毅,2,1,1,2
莲塘少女,0,9,9,0,0,no_media,,,2,1,1,2
时光2024fhdfjjk,9,0,9,2,1,dual,人民日报|国是直通车,我是小妖怪的人,0,2,2,2
清肝解郁,2,7,9,0,0,no_media,,,3,1,1,3
shixiangjun111,9,0,9,1,0,mainstream_only,内蒙古广播电视台,,1,1,1,1
鎏金岁月-1979,0,9,9,0,0,no_media,,,4,0,0,4
无穷的探索2,9,0,9,0,0,no_media,,,5,2,2,5
翟峰搞清这世界,2,7,9,0,1,wemedia_only,,翟峰搞清这世界,4,9,9,9
情感文艺君,0,9,9,0,1,wemedia_only,,情感文艺君,4,2,2,4
好美的滚筒洗衣机,0,9,9,0,2,wemedia_only,,好美的滚筒洗衣机|请问这是在皂甚么镊,1,1,1,1
快乐芷Ann,0,9,9,0,1,wemedia_only,,情感文艺君,4,3,3,4
空空空空rrr,9,0,9,0,1,wemedia_only,,Creamy蕉,1,3,3,3
暮颜飞雪,0,9,9,0,1,wemedia_only,,暮颜飞雪,1,1,1,1
坐井观天的小肥羊,9,0,9,0,1,wemedia_only,,马宝琳谈房颤,3,7,6,6
应该是马甲吧,8,0,8,1,0,mainstream_only,观察者网,,0,0,0,0
2019novelCOronaVirus,6,2,8,2,0,mainstream_only,人民日报健康客户端|观察者网,,3,3,3,3
夏末秋凉2023,3,5,8,0,0,no_media,,,4,3,3,4
喵小狸0,3,5,8,0,0,no_media,,,4,1,1,4
用户5494427807,8,0,8,0,1,wemedia_only,,马宝琳谈房颤,4,5,4,4
晓宇9912,3,5,8,0,0,no_media,,,1,0,0,1
石中柔55,8,0,8,0,0,no_media,,,8,18,16,16
阳光下的海啊,1,7,8,1,0,mainstream_only,观察者网,,1,0,0,1
一天要喝9杯水,0,8,8,0,0,no_media,,,3,1,1,3
楞伽烟雨,8,0,8,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
心善身自香,8,0,8,0,0,no_media,,,4,0,0,4
人参青果,5,3,8,0,0,no_media,,,3,2,2,3
生活井然有序微笑面对每一天,8,0,8,0,0,no_media,,,0,0,0,0
liuqme,0,8,8,0,0,no_media,,,3,1,1,3
千万别给我放醋,8,0,8,0,0,no_media,,,6,6,6,6
鹰ying站在山顶远眺,8,0,8,0,1,wemedia_only,,美国医级资源_Sonmore,0,1,1,1
娜朵天空,0,8,8,0,0,no_media,,,4,0,0,4
怀念老前辈,8,0,8,0,0,no_media,,,2,0,0,2
肥肥小炸虾,8,0,8,0,1,wemedia_only,,临床营养师周勤,8,10,10,10
蓬生麻中-不扶自直,2,6,8,0,0,no_media,,,4,2,2,4
中医吴昌树,3,5,8,0,1,wemedia_only,,中医吴昌树,5,13,13,13
天降龙虾,8,0,8,0,0,no_media,,,7,0,0,7
喝下午茶的喵喵,0,8,8,1,0,mainstream_only,人民日报,,2,3,3,3
AAA专业宇宙导游叶文洁,0,8,8,1,0,mainstream_only,人民日报,,1,0,0,1
但少年一瞬心动就永远心动,1,7,8,0,0,no_media,,,4,2,2,4
英之cai,7,1,8,2,0,mainstream_only,人民日报|内蒙古广播电视台,,3,6,5,5
爱看车的人,4,4,8,0,1,wemedia_only,,生物狗Y博,3,1,1,3
X法师Tony交易录,0,8,8,0,0,no_media,,,8,0,0,8
武毅智,6,2,8,0,0,no_media,,,3,2,2,3
不爱读书的Ashleigh,1,7,8,0,0,no_media,,,5,0,0,5
东坡老阿姨,1,7,8,0,1,wemedia_only,,马宝琳谈房颤,6,0,0,6
yx希望_,8,0,8,0,1,wemedia_only,,蓝帆小蓝,6,8,8,8
蒋雍巴姆,8,0,8,0,0,no_media,,,3,4,4,4
临江真人,8,0,8,0,1,wemedia_only,,得意的弦小二,0,0,0,0
林云的量子蓝玫瑰,2,6,8,0,0,no_media,,,1,0,0,1
王成康Kingod,8,0,8,0,0,no_media,,,2,2,2,2
岛屿中的岛屿老巢,0,8,8,0,0,no_media,,,2,1,1,2
Fungi1314,8,0,8,1,0,mainstream_only,广州日报,,8,11,11,11
浮生看世界,8,0,8,0,2,wemedia_only,,中医周晓卿主任|静姐姐吃的学问,0,0,0,0
有趣的芦苇-,0,8,8,0,0,no_media,,,3,1,1,3
甄好古,8,0,8,0,0,no_media,,,1,0,0,1
拾光有未,8,0,8,0,1,wemedia_only,,得意的弦小二,0,0,0,0
正合函子,8,0,8,0,0,no_media,,,8,2,2,8
浪浪是最靓,2,6,8,0,0,no_media,,,1,0,0,1
予泓,6,2,8,0,0,no_media,,,4,1,1,4
三一三十一一,8,0,8,0,0,no_media,,,6,2,2,6
今天垃圾媒体封了吗,4,4,8,0,0,no_media,,,4,1,1,4
-食品与养生-,8,0,8,1,0,mainstream_only,陕西汉书下酒,,6,7,7,7
好学近知6888,5,3,8,0,0,no_media,,,2,2,2,2
座山观虎,8,0,8,0,0,no_media,,,2,0,0,2
不爱吃粽子的蜗牛,8,0,8,1,0,mainstream_only,每日经济新闻,,6,20,13,13
2013静笃,0,8,8,0,0,no_media,,,5,3,3,5
依依的1985,7,1,8,0,1,wemedia_only,,陆锡鑫,4,6,5,5
新叶天天长老--李日新,6,2,8,0,2,wemedia_only,,邱烈泽寻药记|马宝琳谈房颤,3,4,4,4
小酥肉蘸星星,0,8,8,0,0,no_media,,,6,1,1,6
写信给风,0,8,8,0,1,wemedia_only,,兜兜转转转眼,1,0,0,1
来碗饸络面,8,0,8,1,1,dual,陕西汉书下酒,中医营养师王磊,7,9,9,9
易烊千玺的初恋o,0,8,8,0,0,no_media,,,6,1,1,6
Gary为胜利而超越,0,8,8,0,0,no_media,,,4,1,1,4
谢弭悠,0,8,8,0,0,no_media,,,2,0,0,2
十二月a_,0,8,8,0,0,no_media,,,3,1,1,3
灰夜基,0,8,8,0,0,no_media,,,5,0,0,5
国内知名泡面烹饪大师,0,8,8,0,0,no_media,,,2,0,0,2
Raymond_Chong,0,8,8,0,2,wemedia_only,,林盈同学|漫长岁月,1,0,0,1
時崎悠,1,7,8,0,0,no_media,,,2,0,0,2
三无_六不,8,0,8,2,2,dual,中国青年报|每日经济新闻,丁辰灵|张国庆看天下,4,5,5,5
裱站萌二,0,8,8,0,0,no_media,,,1,0,0,1
牛尔的移动城堡,3,5,8,0,0,no_media,,,3,3,3,3
请芭我放在盐里,2,6,8,0,0,no_media,,,1,0,0,1
乌兰浩特政法,0,8,8,4,0,mainstream_only,平安古蔺|平安绵阳|成都高新市场监管|游仙公安,,2,37,32,32
念芙4338,1,7,8,0,1,wemedia_only,,得意的弦小二,6,0,0,6
Real锡英俊,2,6,8,0,0,no_media,,,3,0,0,3
陕西消防,0,8,8,1,0,mainstream_only,陕西消防,,1,2,2,2
垦利区融媒体中心官方微博,0,8,8,1,0,mainstream_only,陕西检察,,2,0,0,2
楽園衝動,0,8,8,0,0,no_media,,,1,0,0,1
路过山的风,0,8,8,0,0,no_media,,,2,0,0,2
笨猫爱吃肉,0,8,8,0,0,no_media,,,5,1,1,5
波波浪里旋姿,0,8,8,0,0,no_media,,,1,0,0,1
梅花鹿很美,1,7,8,1,0,mainstream_only,观察者网,,4,0,0,4
Hwnjiyong,0,8,8,0,0,no_media,,,2,0,0,2
木烨彌,8,0,8,0,1,wemedia_only,,Creamy蕉,6,11,11,11
卡西nemo,4,4,8,0,1,wemedia_only,,王言嘉-,3,0,0,3
食堂开饭啦_,0,8,8,0,0,no_media,,,1,0,0,1
火火火火6666,8,0,8,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
星弧权益,8,0,8,1,1,dual,人民日报,阿超_港媒视点,5,6,6,6
Fund工场果Queen,5,3,8,0,0,no_media,,,1,0,0,1
可爱的姑姑,5,3,8,0,0,no_media,,,3,0,0,3
贝壳螺旋,8,0,8,0,1,wemedia_only,,得意的弦小二,2,5,5,5
毛毛奶爸2019,0,8,8,1,0,mainstream_only,观察者网,,1,0,0,1
戚继光是抗倭名将,0,8,8,1,0,mainstream_only,观察者网,,2,0,0,2
小布丁龙珠撞奶,0,8,8,0,0,no_media,,,2,2,2,2
桐月露月,0,8,8,1,0,mainstream_only,观察者网,,1,0,0,1
Zenobruto,8,0,8,1,0,mainstream_only,浙江日报,,4,11,10,10
画星星的圈圈,0,8,8,1,0,mainstream_only,观察者网,,2,0,0,2
李实Sebastian,6,2,8,0,0,no_media,,,3,4,4,4
徐徐tina,0,8,8,0,0,no_media,,,8,0,0,8
君霄百年好合,0,8,8,0,1,wemedia_only,,熱愛娜個妳丨,7,1,1,7
一年四季的春夏秋冬vc,0,8,8,0,1,wemedia_only,,种草达人猪哥,1,0,0,1
一团小丸子呐,0,8,8,0,0,no_media,,,3,0,0,3
九思想丫一丫,0,8,8,0,1,wemedia_only,,九思想丫一丫,1,2,1,1
熊猫白露,8,0,8,0,0,no_media,,,7,6,6,7
winnie红豆2742596017,0,8,8,0,0,no_media,,,7,0,0,7
小白婷好的,0,8,8,0,1,wemedia_only,,种草达人猪哥,1,0,0,1
詹志斌同学,1,7,8,0,0,no_media,,,2,4,4,4
奶fufu的猪包,0,8,8,0,0,no_media,,,2,0,0,2
六千只羊角面包0-0,0,8,8,0,1,wemedia_only,,请说-公主请努力考研,6,2,2,6
传承堂弟子丶万化子,8,0,8,0,1,wemedia_only,,得意的弦小二,3,3,3,3
珂啊别啊别,0,8,8,0,1,wemedia_only,,珂啊别啊别,1,1,1,1
Sesiliaaa,0,8,8,0,0,no_media,,,2,0,0,2
失重_漂流,0,8,8,0,0,no_media,,,1,0,0,1
高新服务,0,8,8,4,0,mainstream_only,平安温州|平安绵阳|成都高新市场监管|游仙公安,,2,3,3,3
小九私坊_,0,8,8,0,0,no_media,,,6,0,0,6
wb1010718177,0,8,8,0,1,wemedia_only,,俗家方丈,1,0,0,1
