source_user,target_user,weight,n_topic_direct,n_repost_mapped
BK0717-星野,生草字幕组,1,0,1
BJ郝志臻,圣蛇杖,1,1,0
BJ80后股神,真实故事计划,1,0,1
BIPTRumor,生物狗Y博,1,0,1
BIN卜,生草字幕组,1,0,1
BILLKIN_BSLX,生草字幕组,1,0,1
BELIKEMIKE,卢卡斯-Wang,1,0,1
BIBIBOBO81,林步里,1,0,1
BG与GB战士夏亦楠,生草字幕组,1,0,1
BFB30764,钉子1666,1,0,1
BE_A_______,阿司匹林42195米,1,0,1
BEYONDWINNER,中国日报网,1,0,1
BEST-集,马宝琳谈房颤,1,0,1
BEPLANET,我是小妖怪的人,1,0,1
BELLTOLLED,Jokielicious,1,0,1
BIBO331,大耳朵中医,1,0,1
9300-,生草字幕组,1,0,1
9257離散,阿司匹林42195米,1,0,1
9257離散,张作风流行病学教授UCLA,1,0,1
925-anodyne,生草字幕组,1,0,1
921heiseie,生草字幕组,1,0,1
91岁还在画画的老哩,生草字幕组,1,0,1
911苏州新闻广播,911苏州新闻广播,1,0,1
AllOverNow07,江卓尔_大号,1,0,1
9087加菲猫,DB浩浩耗,1,0,1
9-3GTGY,三个老爸实验室,1,0,1
8清溪8,阿司匹林42195米,1,0,1
8清溪8,答案事务所,1,0,1
8欢喜丶坨坨8繁,观察者网,1,0,1
8欢喜丶坨坨8繁,止谣君,1,0,1
8欢喜丶坨坨8繁,椟菽荫,1,0,1
8橙子皮8,人民日报,1,0,1
90歲的少女心leo,三思逍遥,1,0,1
999一蓑烟雨任平生,环球网健康,1,0,1
9988662015VIP,中医田应旭,1,0,1
996号房客,我是小妖怪的人,1,0,1
98兔子,生草字幕组,1,0,1
98k-很快乐,泰国阿航,1,0,1
96破晓而出411,智慧科技迷,1,0,1
9696东海敖广,生草字幕组,1,0,1
93768_cn,36氪,1,0,1
95号洛西星球上的玫瑰,生草字幕组,1,0,1
9527沈,观察者网,1,0,1
9527华府,阿司匹林42195米,1,0,1
9527出列,阿司匹林42195米,1,0,1
950305lz,罗百竹,1,0,1
94那个卷毛,止谣君,1,0,1
93苏打君,阿司匹林42195米,1,0,1
93号小狗,生草字幕组,1,0,1
95年的猪珠,生草字幕组,1,0,1
80离婚带俩娃纯情女大,生草字幕组,1,0,1
80斤求长胖,生草字幕组,1,0,1
80岁的黄元帅,我是小妖怪的人,1,0,1
80后边缘地带,种草达人猪哥,1,0,1
8091花園,中国日报网,1,0,1
8090一起闹腾,平安铜梁,1,0,1
8090一起闹腾,同花顺,1,0,1
8只要你过得好8,中国日报网,1,0,1
7跳跳,得意的弦小二,1,0,1
7月的水蜜桃,生草字幕组,1,0,1
7日目_,生草字幕组,1,0,1
7号阿荣,风闻社区,1,0,1
7号咪急寿司,答案事务所,1,0,1
7号傀儡师,生草字幕组,1,0,1
7元炒米粉摊李哥,生草字幕组,1,0,1
7不吃香菜啊,种草达人猪哥,1,0,1
8016j,答案事务所,1,0,1
8ooh,叹清萧,1,0,1
8e235c423d4c_XX,阿司匹林42195米,1,0,1
8e235c423d4c_XX,答案事务所,1,0,1
89随遇而安898,新浪娱乐,1,1,0
89个果志园,生草字幕组,1,0,1
8910111213vvv,人民日报,1,0,1
88懒羊羊_28819,阿司匹林42195米,1,0,1
82929201shdhs,种草达人猪哥,1,0,1
88岁带病上班,答案事务所,1,0,1
888冬季,香港中通社,1,0,1
8848究极手机项目发起人之一泰坦,生草字幕组,1,0,1
87_Enna,圣蛇杖,1,1,0
878787_cicyhdneinwjdyhe,生草字幕组,1,0,1
8632直爽particular,静姐姐吃的学问,1,0,1
85号赛车头盔,生草字幕组,1,0,1
830燕子617,生草字幕组,1,0,1
88懒羊羊_28819,杨宁医生,1,0,1
ABC燕美合,上帝之鹰_5zn,1,0,1
ABCDE-j,曹舟力,1,0,1
AA的无聊6517077181,中国新闻网,1,1,0
AA一定行,生草字幕组,1,0,1
AAKI9,生草字幕组,1,0,1
AAHahahahaa,阿司匹林42195米,1,0,1
AAA路口煎饼果子李师傅,答案事务所,1,0,1
99_Minerva_,生草字幕组,1,0,1
AAA裤衩子批发商-摩总,冰激凌泡芙饱,1,0,1
AAA老虎养殖户权总,答案事务所,1,0,1
AAA祖传抠门小技巧,三个老爸实验室,1,1,0
AAA清蒸大虾,生草字幕组,1,0,1
AAA平面特特,阿司匹林42195米,1,0,1
AAA宝利来胶粘制品专营180016595,中医全科黄医生,1,1,0
AAA回收巧克力小人,生草字幕组,1,0,1
AAA北美橱柜杰哥,生草字幕组,1,0,1
AAA路口煎饼果子李师傅,止谣君,1,0,1
AC和露雪,韬闻,1,1,0
AC一派胡言侯东渐,生草字幕组,1,0,1
AC一派胡言侯东渐,林步里,1,1,0
AC一派胡言侯东渐,杨帆教授,1,0,1
AC一派胡言侯东渐,拍帮主,1,1,0
AC一派胡言侯东渐,京吃,1,1,0
ACOLDWALL97,答案事务所,1,0,1
ABO设定拯救全世界,生草字幕组,1,0,1
ACGerFanaticism,阿司匹林42195米,1,0,1
ACGerFanaticism,答案事务所,1,0,1
ACAI1974,止谣君,1,0,1
AB巨蟹狮子座,观察者网,1,0,1
AB型老E,答案事务所,1,0,1
AB型老E,模_人,1,1,0
AB型老E,Jokielicious,1,0,1
ABUUIIUU,生草字幕组,1,0,1
ACKAKA_BIT,止谣君,1,0,1
A1高闪男孩,中国日报网,1,0,1
A1COHOLiccc_,生草字幕组,1,0,1
A1122theKyos-,阿司匹林42195米,1,0,1
A-钦儿,沈阳消防,1,0,1
A-回雪,药子陌,1,0,1
A-兰泽多芳草,上帝之鹰_5zn,1,0,1
A-can,答案事务所,1,0,1
AAA全球地府通行證代辦,生草字幕组,1,0,1
9和5的回忆,专业戳轮胎熊律师,1,1,0
9号刺猬,地瓜熊老六,1,0,1
9九妹子9,生草字幕组,1,0,1
9_黒巧泡芙fes,生草字幕组,1,0,1
9Antigone9,阿司匹林42195米,1,0,1
99自然而然1,大耳朵中医,1,0,1
99海棠无香,静姐姐吃的学问,1,0,1
99星球,防务的避风港,1,1,0
9篇雪,风云学会陈经,1,1,0
AAA仙女酵母,澎湃新闻,1,1,0
AAA仙女酵母,林步里,1,1,0
AAA东北芝麻酱,生草字幕组,1,0,1
AAA东北在逃传销头目,Dreamwork827,1,1,0
AAA东京超度法事委托,生草字幕组,1,0,1
AAA世界赛冠军批发商李哥,胜利主义章北海,1,0,1
AAA专业锅包肉代吃_番茄口不接,sci_accepted爆肝论文版,1,0,1
AAA专业灵车租赁,生草字幕组,1,0,1
A8-marisa,生草字幕组,1,0,1
AAAprilCJY,李点点,1,0,1
AAA_______,生草字幕组,1,0,1
AAASUSTIM,生草字幕组,1,0,1
AAAApplePie_,文科班校花酱,1,1,0
AAAAA浮华,育儿专家-王玉玮,1,0,1
AAAAA专业大脑维修,上游新闻,1,1,0
AAA-Hola猫小姐,三个老爸实验室,1,0,1
A88C,答案事务所,1,0,1
AAAprilCJY,答案事务所,1,0,1
5i启明星辰,阿司匹林42195米,1,0,1
5g在线磕糖,生草字幕组,1,0,1
5_羟色胺偶尔异常,濮阳早报,1,0,1
5_15cm,Research_医药人-Daniel,1,1,0
59号院的橡树叶子,生草字幕组,1,0,1
595龙泽,生草字幕组,1,0,1
592LimA,阿司匹林42195米,1,0,1
7withMe,生草字幕组,1,0,1
58past22,生草字幕组,1,0,1
584瓦宁594瓦特额宁,中国新闻网,1,0,1
58263749urge,生草字幕组,1,0,1
575不开心的ragBB,横川是川崽,1,1,0
56岁成功女企业家,阿司匹林42195米,1,0,1
55888静心,雨中漫步-天地人和,1,0,1
54明前绿,答案事务所,1,0,1
54_57,阿司匹林42195米,1,0,1
59191号机器,生草字幕组,1,0,1
601素文,生草字幕组,1,0,1
600号长期住客,贝壳财经,1,0,1
600号长期住客,地瓜熊老六,1,0,1
600号长期住客,DB浩浩耗,1,0,1
6-健康平安喜乐,得意的弦小二,1,0,1
5蔡小然,阿司匹林42195米,1,0,1
5月的螃蟹,L0_自由,1,1,0
5rui9is2g6,中医田应旭,1,0,1
5是大智若愚宝宝,日本衣食住行,1,0,1
5是一朵牛奶,阿司匹林42195米,1,0,1
5大道至简,尹克伦观天下,1,0,1
5号病人哈菲兹,生草字幕组,1,0,1
5ueoniac,生草字幕组,1,0,1
5th-season,LMF音乐节,1,1,0
5sToMars,阿司匹林42195米,1,0,1
5sToMars,冷静_1980,1,1,0
5月二厶,中医田应旭,1,0,1
50对新奥尔良烤翅可乐加冰,阿司匹林42195米,1,0,1
500000w的jobu,阿司匹林42195米,1,0,1
4野艹,生草字幕组,1,0,1
4续断断er,生草字幕组,1,0,1
4块玉,人民日报,1,0,1
4个嗷,阿司匹林42195米,1,0,1
4uoikkkkkkkkk,答案事务所,1,0,1
52度烈酒醉心,观察者网,1,0,1
4ish7,阿司匹林42195米,1,0,1
4hvyh,阿司匹林42195米,1,0,1
4fly30,阿司匹林42195米,1,0,1
4_15,生草字幕组,1,0,1
4REX,陈文波NP,1,0,1
4REX,我是小妖怪的人,1,0,1
4GingerJ_,尹净汉BA_Jeonghan,1,1,0
48K记事本,寰亚SYHP,1,1,0
4koei酱阿,阿司匹林42195米,1,0,1
52yoloo,生草字幕组,1,0,1
52HZ奇行種,生草字幕组,1,0,1
52FancyFree,答案事务所,1,0,1
5259998549小猪佩琪的妈妈,张作风流行病学教授UCLA,1,0,1
5257青青子衿,生草字幕组,1,0,1
5257青青子衿,上帝之鹰_5zn,1,0,1
5257青青子衿,Jokielicious,1,0,1
520纯真童心,星话大白,1,0,1
50温润如玉,答案事务所,1,0,1
5201314LQW,柳佳衣,1,0,1
52-cfsunshine,我是小妖怪的人,1,0,1
51莫莫,马宝琳谈房颤,1,0,1
51dan,止谣君,1,0,1
51dan,Creamy蕉,1,0,1
517啊伍幺柒,阿司匹林42195米,1,0,1
51244_CXS,生草字幕组,1,0,1
511的蚊子,生草字幕组,1,0,1
520琛琛,李鸿政,1,1,0
73分先生斯洛文尼亚汉堡王,请叫我困困小废物,1,0,1
73A小饼干,电影拆台君,1,0,1
7371190102BONNY,真实故事计划,1,0,1
728安心,中国日报网,1,0,1
726HEismine,观察者网,1,0,1
725号小茉莉Molly,生草字幕组,1,0,1
720窦,中医田应旭,1,0,1
60536我,观察者网,1,0,1
717qhq,中国日报,1,0,1
70的果子,马宝琳谈房颤,1,0,1
70的果子,百分百自由,1,1,0
70的果子,中医张恒毅,1,0,1
70岁丧偶老妪,生草字幕组,1,0,1
70后普通群众,烟雨楼百年孤独,1,0,1
708是睡不饱一直好困星人,阿司匹林42195米,1,0,1
7076不能用了,得意的弦小二,1,0,1
71天马好棒,柳佳衣,1,0,1
7ucky_9药不能停,生草字幕组,1,0,1
7ooooo__,生草字幕组,1,0,1
798码农甲,三个老爸实验室,1,0,1
79205现金库管,生草字幕组,1,0,1
77xun,军机不可泄露,1,0,1
7777777号家的小迷妹,生草字幕组,1,0,1
7777777号家的小迷妹,Jokielicious,1,0,1
73木头,國醫東方,1,0,1
777-SNK,我是小妖怪的人,1,0,1
7759834182_745,生草字幕组,1,0,1
765432yi,书香可人,1,0,1
7470636224_900,答案事务所,1,0,1
7470636224_900,我是小妖怪的人,1,0,1
73木头,马宝琳谈房颤,1,0,1
73木头,极客红石,1,1,0
73木头,得意的弦小二,1,0,1
7775萌宠世界,生草字幕组,1,0,1
666kck,阿司匹林42195米,1,0,1
6666vxnGT,一条,1,1,0
665-s,生草字幕组,1,0,1
660円,阿司匹林42195米,1,0,1
65激情飞扬,静姐姐吃的学问,1,0,1
65度陈酿,小蓝和他的朋友日常,1,0,1
65亿公里外的回首,外贸商老贾,1,1,0
70626soke,观察者网,1,0,1
6246677281春,鼓楼微讯,1,0,1
61_aqua,生草字幕组,1,0,1
61_aqua,新浪新闻,1,1,0
615sqr,子陵在听歌,1,1,0
615sqr,三个老爸实验室,1,1,0
612721A1_EABC,612721A1_EABC,1,1,0
6120ciii,答案事务所,1,0,1
611依拉罐,生草字幕组,1,0,1
6585989092_766,答案事务所,1,0,1
6甜嘉瑞6,阿司匹林42195米,1,0,1
6殿下,生草字幕组,1,0,1
6楼没电梯,生草字幕组,1,0,1
6th-Shinano,阿司匹林42195米,1,0,1
689a2018,电影拆台君,1,0,1
6878521900ksny,我叫张三2022,1,1,0
6850264814_947,生草字幕组,1,0,1
68272_,爱国青年刘战神,1,0,1
666号公路,止谣君,1,0,1
66顺-白菜v,生草字幕组,1,0,1
66蓝色海,阿司匹林42195米,1,0,1
66蓝色海,上帝之鹰_5zn,1,0,1
66英语老师,李弱可,1,1,0
66我是三娃,新浪保险,1,0,1
66小四姐,泗阳融媒,1,0,1
66spring201202,观察者网,1,0,1
6681祺,风闻社区,1,0,1
67老先生,地瓜熊老六,1,0,1
Aikamm,种草达人猪哥,1,0,1
Aibaka-Mirai,生草字幕组,1,0,1
AibaMtsukiii,生草字幕组,1,0,1
Ah无油无虑,阿司匹林42195米,1,0,1
Ahren_Lee,阿司匹林42195米,1,0,1
AgnosticCloud,Jokielicious,1,0,1
Agneskainn,生草字幕组,1,0,1
AC蓦然回首,上帝之鹰_5zn,1,0,1
Agnes_Ni,种草达人猪哥,1,0,1
AgentSSSl,阿司匹林42195米,1,0,1
Age18plus,生草字幕组,1,0,1
AgLoki,生草字幕组,1,0,1
AfterTime花在飞舞的街,阿司匹林42195米,1,0,1
AfterTime花在飞舞的街,生草字幕组,1,0,1
Afflatus_orz,我是小妖怪的人,1,0,1
AeroJ_877,余亮-余不是大钊,1,0,1
Agnesholic,Agnesholic,1,1,0
Ai属猫的蝎子,飞龙中医,1,0,1
Ai·SELINA妞儿,静姐姐吃的学问,1,0,1
Aizyx_x,生草字幕组,1,0,1
Aivruu,静姐姐吃的学问,1,0,1
Airven,答案事务所,1,0,1
Airoment,Vista看天下,1,1,0
Airmily,答案事务所,1,0,1
Aile娜na,我是小妖怪的人,1,0,1
Air_Admiral_DKD,李苦舟,1,1,0
Air-風吹雪,生草字幕组,1,0,1
Air-巡星,生草字幕组,1,0,1
AiolosXR,江映雪晴,1,1,0
Ainoisrake,生草字幕组,1,0,1
Aimee焦航儿,马宝琳谈房颤,1,0,1
Ailimiking,阿司匹林42195米,1,0,1
Aili-朴,生草字幕组,1,0,1
Airmily,生草字幕组,1,0,1
Acruxx_,生草字幕组,1,0,1
Acrab_vv,罗百竹,1,0,1
Acoustic_bf,阿司匹林42195米,1,0,1
Acmzzzzzzz,Creamy蕉,1,0,1
AcmScK,楚萍微客,1,0,1
Achilles叶秋,人民日报,1,0,1
Achilleas,止谣君,1,0,1
AdrenHQ,生草字幕组,1,0,1
Ace·hearts,四爷就是准,1,0,1
Accompany一3一,生草字幕组,1,0,1
AcNeko,止谣君,1,0,1
Abvarytarss,现代诗人牛彪,1,1,0
Abvarytarss,止谣君,1,0,1
Abu凡尘,飞龙中医,1,0,1
Abudee,生草字幕组,1,0,1
AbuQianyu,搜狐新闻客户端,1,0,1
Ace靈_,生草字幕组,1,0,1
AdreamApple,生草字幕组,1,0,1
Administrator_SS,生草字幕组,1,0,1
AdindrAynHanaforeVer,阿司匹林42195米,1,0,1
Adesso,生草字幕组,1,0,1
AdelieL,生草字幕组,1,0,1
Addendum2Cc,阿司匹林42195米,1,0,1
AddTen_,生草字幕组,1,0,1
Ada小谢同学,得意的弦小二,1,0,1
ActuallyiMean,喀斯特地带,1,1,0
Adam_Lill,阿司匹林42195米,1,0,1
Adagio___,钉子1666,1,0,1
Ada_as,阿司匹林42195米,1,0,1
Ada0551,阿司匹林42195米,1,0,1
Ada0551,polyhedron,1,0,1
Ada--外贸,罗大伦,1,1,0
AcyOrt150,生草字幕组,1,0,1
Acura767,阿司匹林42195米,1,0,1
Adapt888,娱头,1,0,1
Alicewawa44,马宝琳谈房颤,1,0,1
Alicemin敏,生草字幕组,1,0,1
Alicecongcongli,新浪新闻,1,1,0
Alice_J_X,生草字幕组,1,0,1
Ali-ali_a,生草字幕组,1,0,1
Algo姐,Algo姐,1,1,0
Alex楊雲逸,侠客岛,1,1,0
Ai漂漂昕儿,静姐姐吃的学问,1,0,1
Alexpedia,阿司匹林42195米,1,0,1
Alexchs_,生草字幕组,1,0,1
AlexandraChow,观察者网,1,0,1
Alex_said,偷故事的喵,1,0,1
AlexGreen1201,生草字幕组,1,0,1
AlexFHZL,阿司匹林42195米,1,0,1
Alesa_iacta_est,观察者网,1,0,1
Aleph_,阿司匹林42195米,1,0,1
Alex和晚霞,生草字幕组,1,0,1
AllAroundMe6066,國醫東方,1,0,1
Alkaid_039,生草字幕组,1,0,1
Aliyaliuliu,中事,1,0,1
Aliviada,上帝之鹰_5zn,1,0,1
Alive-zw,中国日报网,1,0,1
AliseHowk,生草字幕组,1,0,1
Alinakkkkaroy,生草字幕组,1,0,1
Alice学英语,拍帮主,1,1,0
Alina5621253286,马宝琳谈房颤,1,0,1
Alicia美酱,阿司匹林42195米,1,0,1
AliciaBella,静姐姐吃的学问,1,0,1
Alice爱斯礼,生草字幕组,1,0,1
Alice漫游兔子洞,时空点播,1,0,1
Alice泽泽语,止谣君,1,0,1
Alice朱砂痣,静姐姐吃的学问,1,0,1
Alice学英语,陕西汉书下酒,1,0,1
Alina_Evans,生草字幕组,1,0,1
Akirakikiki,阿司匹林42195米,1,0,1
Akira_000,生草字幕组,1,0,1
AkiraTobe,生草字幕组,1,0,1
AkiraKun1984,阿司匹林42195米,1,0,1
AkikoAiba,生草字幕组,1,0,1
Aki_秋鲤,生草字幕组,1,0,1
Aki_nagi,生草字幕组,1,0,1
Aldonza阿尔东莎,生草字幕组,1,0,1
Akashyoga,中国网,1,1,0
Akashyoga,中医妇儿林波,1,0,1
Akarui_123,生草字幕组,1,0,1
Akane想摸摸汪口,生草字幕组,1,0,1
Akali_星芽,生草字幕组,1,0,1
Akade,生草字幕组,1,0,1
AkaSakana,生草字幕组,1,0,1
Ajchuu,阿司匹林42195米,1,0,1
Akashyoga,新浪娱乐,1,1,0
Albert我的生活不加糖,平淡无忧LY,1,1,0
Albert_未见异常可以确认的某商,北京大峰峰,1,0,1
Alanne11,泗阳融媒,1,0,1
Alanlanlanl,人民日报,1,1,0
Alan_Bin,Jokielicious,1,0,1
AlaNao,生草字幕组,1,0,1
AkutagawaRyunosukeWorshipper,阿司匹林42195米,1,0,1
AkutagawaRyunosukeWorshipper,生物狗Y博,1,0,1
Akira幸运A,Jokielicious,1,0,1
Akulol,答案事务所,1,0,1
AkulaIII,Creamy蕉,1,0,1
Akubiab,生草字幕组,1,0,1
Aklis,医伴旅,1,1,0
Akjan-zhao,浙江日报,1,1,0
Aki弋义,日本衣食住行,1,0,1
Aki且行,止谣君,1,0,1
Akirpapa_,生草字幕组,1,0,1
Akunamatata-赵晨,茂哥日记,1,0,1
AL_Lyu,阿司匹林42195米,1,0,1
ALZP19,子陵在听歌,1,1,0
ALSA莎2016,大耳朵中医,1,0,1
ALISONinWONDERLAND,生草字幕组,1,0,1
ALINEA霏,我是小妖怪的人,1,0,1
ALICE影月,生草字幕组,1,0,1
ALANXXZL666,静姐姐吃的学问,1,0,1
Absoluta,江卓尔_大号,1,0,1
AK阿凯AK,幽靈船盛亞,1,1,0
AK爱永远_相忘于江湖,生草字幕组,1,0,1
AKT_零,生草字幕组,1,0,1
AKS38,生命时报,1,1,0
AKI_roimi,生草字幕组,1,0,1
AKIRA7_白虎仙记复刊了吗,生草字幕组,1,0,1
AKIRA-素,生草字幕组,1,0,1
AKIRA-素,我是小妖怪的人,1,0,1
AL13号君,日本衣食住行,1,0,1
ANewOne-,医路向前巍子,1,0,1
ANY-Viza,静姐姐吃的学问,1,0,1
ANU_马克胡,生草字幕组,1,0,1
ANU_马克胡,卢卡斯-Wang,1,0,1
ANU_马克胡,Creamy蕉,1,0,1
ANDI_M,阿司匹林42195米,1,0,1
AN-ARASHIAN,生草字幕组,1,0,1
ALittleStar___,生草字幕组,1,0,1
AMaomizu,生草字幕组,1,0,1
AMZ小石匠,观察者网,1,0,1
AMZ-Tony,生草字幕组,1,0,1
AMIGO_LI,阿司匹林42195米,1,0,1
AMEOWUW,生草字幕组,1,0,1
AMEAT0,生草字幕组,1,0,1
ALlen嘉心如梦,静姐姐吃的学问,1,0,1
ALi力力在目,别梦依稀笑逝川,1,1,0
AM咪,生草字幕组,1,0,1
AIR71,我是小妖怪的人,1,0,1
AIKaxiyu,生草字幕组,1,0,1
AIDENPearce-艾登皮尔斯,Jokielicious,1,0,1
AHQhdye,环球时报,1,1,0
AHQhdye,新昌公安,1,0,1
AHP-肉山,阿司匹林42195米,1,0,1
AHAH_0121,答案事务所,1,0,1
AKIP_17,生草字幕组,1,0,1
AGASEVEN_F,答案事务所,1,0,1
AFRA_afra_,静姐姐吃的学问,1,0,1
AFFantasy,答案事务所,1,0,1
AF5JW2,中国日报网,1,0,1
AELITA_V,钉子1666,1,0,1
AD今天努力了吗,生草字幕组,1,0,1
ADrop一滴咖啡,观察者网,1,0,1
ADA嘿嘿嘿,生草字幕组,1,0,1
AG超会演,中国日报,1,0,1
AKILI泽今天喝一氧化二氢了吗,生草字幕组,1,0,1
AKI-再眠一冬,生草字幕组,1,0,1
AKHAMLET,答案事务所,1,0,1
AKB48--胖虎,生草字幕组,1,0,1
AKA赛博幽灵鱼宝宝,生草字幕组,1,0,1
AKA藏我,生草字幕组,1,0,1
AKA吗喽,生草字幕组,1,0,1
AKAmsu,Creamy蕉,1,0,1
AI万物与边界,失眠狸,1,1,0
AKANG91-2,观察者网,1,0,1
AK47不躺平的禾,阿司匹林42195米,1,0,1
AI随机,钉子1666,1,0,1
AI阴谋受害者王某,生草字幕组,1,0,1
AI经济,新浪财经,1,1,0
AI孙国英,新浪热点,1,1,0
AI孙国英,新浪大文娱,1,1,0
AI万物与边界,禅城发布,1,0,1
AKA_rarara,生草字幕组,1,0,1
A_鹤子,生草字幕组,1,0,1
A_zhe阿遮,生草字幕组,1,0,1
A_complete_being_in_the_world,微博小秘书,1,1,0
A___SIX,生草字幕组,1,0,1
A_YOUNG加油,福建海博TV,1,1,0
A_Unic,生草字幕组,1,0,1
A_Little_Piece,生草字幕组,1,0,1
ANgolo_,日_推,1,1,0
A_Ishi,生草字幕组,1,0,1
A_AKI_,生草字幕组,1,0,1
A_555x,答案事务所,1,0,1
A_555x,生草字幕组,1,0,1
A_10Lightning,L0_自由,1,1,0
AZ蓝菲琳,菲菲姐的小花园,1,0,1
AYU訢宇,我是小妖怪的人,1,0,1
AY-mee,英国长颈鹿,1,0,1
A_Ling是非非,生草字幕组,1,0,1
AbrightPan,阿司匹林42195米,1,0,1
Abo______,生草字幕组,1,0,1
Abbyabbie----,怪博士李雷,1,0,1
Abbyabbie----,cherry2012zz,1,0,1
Abby_Sciuto,阿司匹林42195米,1,0,1
Abby-Fairy,答案事务所,1,0,1
AbbeyChry,答案事务所,1,0,1
AaJiiin,仓是仓鼠的仓,1,1,0
AaronCheung9959,生草字幕组,1,0,1
Aarn沐白,黑潮君,1,1,0
Aaren_S,阿司匹林42195米,1,0,1
Aaa把你们豆沙了-,词词想要回家,1,0,1
Aaa把你们豆沙了-,浪子言科技,1,0,1
Aaa把你们豆沙了-,大耳朵中医,1,0,1
Aaaalana,阿司匹林42195米,1,0,1
Aaa_Flego,生草字幕组,1,0,1
Aarronn-,马宝琳谈房颤,1,0,1
ASHIN-PINTO,钉子1666,1,0,1
ASHIN-PINTO,生草字幕组,1,0,1
ASAHINAAA,阿司匹林42195米,1,0,1
ARXFTP,生草字幕组,1,0,1
ARA_13,生草字幕组,1,0,1
ARASHI家的小馒头吉吉家的小馒头,日本衣食住行,1,0,1
AR0AMZ,止谣君,1,0,1
AXEL酱,静姐姐吃的学问,1,0,1
APS不经意间,马宝琳谈房颤,1,0,1
APS不经意间,烟雨楼百年孤独,1,0,1
APEX什么时候能没有挂,生草字幕组,1,0,1
AOoowa,得意的弦小二,1,0,1
AORAKU,生草字幕组,1,0,1
AOAOsu,生草字幕组,1,0,1
AN适应,现代诗人牛彪,1,1,0
ANn雪扬喝汤,人民日报,1,0,1
AQ千哲,生草字幕组,1,0,1
AWei辛酉,阿司匹林42195米,1,0,1
AWei辛酉,生草字幕组,1,0,1
AWM762,中医田应旭,1,0,1
AWC小蕾927,我是小妖怪的人,1,0,1
AU咖啡喔,答案事务所,1,0,1
AUGtoUAA,止谣君,1,0,1
ATPLus_,医伴旅,1,1,0
ATCC木子,观察者网,1,0,1
ASKcepted,专业戳轮胎熊律师,1,1,0
ATCC木子,上帝之鹰_5zn,1,0,1
ATAO颜值上分中,阿司匹林42195米,1,0,1
ATAO颜值上分中,ATAO颜值上分中,1,1,0
AT5C_prproj,阿司匹林42195米,1,0,1
AT2nd,阿司匹林42195米,1,0,1
ASnuuu,生草字幕组,1,0,1
AShenNameLess,卢卡斯-Wang,1,0,1
ASL的小可爱,小蓝和他的朋友日常,1,0,1
ATCC木子,生草字幕组,1,0,1
Shahar晗笑半步癫,种草达人猪哥,1,0,1
Shadow_67852,人民日报,1,0,1
Shabushabu23,阿司匹林42195米,1,0,1
Sh1KiRos,阿司匹林42195米,1,0,1
Sexycoolgirlvv,菲菲姐的小花园,1,0,1
Sexy_Honey_Masa,生草字幕组,1,0,1
SevenzeroFive-1,生草字幕组,1,0,1
Jane-双面娇娃,斯图卡98,1,1,0
Sevenoom_viide,生草字幕组,1,0,1
Sevengram-fany,生草字幕组,1,0,1
Sevencorde,生草字幕组,1,0,1
Seven_7mmmmmm,答案事务所,1,0,1
SevenElevenAndMe,国是直通车,1,0,1
SeulgiLook,阿司匹林42195米,1,0,1
SettePanini,Rachele瑞丽,1,0,1
Setitallfree·,卢卡斯-Wang,1,0,1
SevenzeroFive-1,止谣君,1,0,1
ShenShen_6,三个老爸实验室,1,0,1
Shen6733,种草达人猪哥,1,0,1
Sheldor___,生草字幕组,1,0,1
Sheepaaa_,阿司匹林42195米,1,0,1
She_R_Locked,阿司匹林42195米,1,0,1
Shdidbfjga,生草字幕组,1,0,1
ShawnWong7,答案事务所,1,0,1
Shahsade,生草字幕组,1,0,1
Sharye_x,阿司匹林42195米,1,0,1
Sharon无缀,阿司匹林42195米,1,0,1
Sharon_n,皇汉1976,1,0,1
SharkGin,生草字幕组,1,0,1
Shaoyan树,生草字幕组,1,0,1
Shanru_Z,阿司匹林42195米,1,0,1
Shandonut,生物狗Y博,1,0,1
Shamelesssss,生草字幕组,1,0,1
Shawa冯,生草字幕组,1,0,1
Sehuxyeeyiso,生草字幕组,1,0,1
Secretolo,钉子1666,1,0,1
Sechs97kies,种草达人猪哥,1,0,1
Secco_bot,生草字幕组,1,0,1
SecLUVaffair42,加班十五夜,1,1,0
Sebrinalv_,生草字幕组,1,0,1
Seboradin丝柏汀,迷惑沙雕bot,1,1,0
Serperheo,生草字幕组,1,0,1
Seay蜥蜴,水果猎人杨晓洋,1,1,0
Seasidecattt,阿司匹林42195米,1,0,1
Seantone,观察者网,1,0,1
Seantone,生物狗Y博,1,0,1
Seamus不相信答案,南方周末,1,1,0
Seabiscuit--饼干vivi,阿司匹林42195米,1,0,1
SeVeRanCeJo,阿司匹林42195米,1,0,1
SeRenaissance,宝狮龙观天下,1,1,0
Sea的野蛮生长,生草字幕组,1,0,1
Serendipity-biu,我是小妖怪的人,1,0,1
Serena小小思,戴爱笔,1,0,1
Serena云云,种草达人猪哥,1,0,1
Serenasunny,答案事务所,1,0,1
Septfakeshow,生草字幕组,1,0,1
Sephy_梦付千秋,止谣君,1,0,1
SenseHoliday,观察者网,1,0,1
Seiteen,生草字幕组,1,0,1
Senpuukii,Jokielicious,1,0,1
Senlody和佐奈喵都希亚心铃贴贴,生草字幕组,1,0,1
Senlin_YY,静姐姐吃的学问,1,0,1
SemmerCoisini,针灸匠张宝旬,1,1,0
Seluvbi要好好锻炼好好工作,阿司匹林42195米,1,0,1
